experiment,experiment_id,run_id,scenario_id,variant,run_index,claim_id,claim_type,claim_text,auto_support_status,evidence_count,evidence
deterministic,exp-e748800507ef,run-3b94407abcb3ce4a,SC-A-01,one_shot,0,claim-db58e68a276f73f2,candidate_preference,You indicated target roles: ['data analyst'],supported,2,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85)"
deterministic,exp-e748800507ef,run-3b94407abcb3ce4a,SC-A-01,one_shot,0,claim-e101664b3ad6aaa0,candidate_preference,You indicated salary min: 4000.0,supported,1,"dialogue:salary_min=4000.0 (confirmed, conf 0.85)"
deterministic,exp-e748800507ef,run-3b94407abcb3ce4a,SC-A-01,one_shot,0,claim-f823f2e2786f5df2,candidate_preference,You indicated preferred locations: ['Kuala Lumpur'],supported,2,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-04551e65104ad682,ranking_reason,Salary meets your stated minimum.,supported,3,"dialogue:salary_min=4500.0 (confirmed, conf 0.85) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=7000.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-06d41dc29e36d675,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-07f5bca4cf795844,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=3.0 (confirmed, conf 0.95) | job_posting:min_years_experience=1.0 (confirmed, conf 1.0) | job_posting:max_years_experience=3.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-0b7a09c926c5afca,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=3.0 (confirmed, conf 0.95) | job_posting:min_years_experience=3.0 (confirmed, conf 1.0) | job_posting:max_years_experience=6.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-20782d05413df221,skill_gap,"Gap: the role requires statistics, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'statistics'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-20bbd58d198ea03f,ranking_reason,"Work mode is remote, matching your preference.",supported,3,"dialogue:work_modes=remote (confirmed, conf 0.85) | dialogue:work_modes=hybrid (confirmed, conf 0.85) | job_posting:work_mode=remote (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-2a6463c5f25431e6,skill_gap,"Gap: the role requires statistics, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'statistics'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-314bd342d059bfa2,ranking_reason,Salary meets your stated minimum.,supported,3,"dialogue:salary_min=4500.0 (confirmed, conf 0.85) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=7000.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-372e0037ef25faef,ranking_reason,"Work mode is remote, matching your preference.",supported,3,"dialogue:work_modes=remote (confirmed, conf 0.85) | dialogue:work_modes=hybrid (confirmed, conf 0.85) | job_posting:work_mode=remote (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-4732f515de98d643,ranking_reason,Salary meets your stated minimum.,supported,3,"dialogue:salary_min=4500.0 (confirmed, conf 0.85) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=12000.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-60b8fca5c380fe3b,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-637fdb0be7f799d7,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,4,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-6b00b8e80c57ec06,candidate_preference,You indicated target roles: ['product analyst'],supported,2,"profile:target_roles=Product Analyst (confirmed, conf 0.95) | dialogue:target_roles=product analyst (confirmed, conf 0.85)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-758ee059bc4e2234,candidate_preference,You indicated salary min: 4500.0,supported,1,"dialogue:salary_min=4500.0 (confirmed, conf 0.85)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-884b9fcd99ca2de3,skill_gap,"Gap: the role requires statistics, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'statistics'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-8a2dbc498ea38bb2,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=3.0 (confirmed, conf 0.95) | job_posting:min_years_experience=3.0 (confirmed, conf 1.0) | job_posting:max_years_experience=6.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-9afeb44b4732d9a4,ranking_reason,Matches your target role (product analyst).,supported,4,"profile:target_roles=Product Analyst (confirmed, conf 0.95) | dialogue:target_roles=product analyst (confirmed, conf 0.85) | job_posting:role_family=product analyst (confirmed, conf 1.0) | job_posting:title=Junior Product Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-9c2aa63c92302529,skill_gap,"Gap: the role requires statistics, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'statistics'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-a2ffb69434167d83,ranking_reason,Matches your target role (product analyst).,supported,4,"profile:target_roles=Product Analyst (confirmed, conf 0.95) | dialogue:target_roles=product analyst (confirmed, conf 0.85) | job_posting:role_family=product analyst (confirmed, conf 1.0) | job_posting:title=Mid Product Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-b30eaf2c053d1df8,ranking_reason,Salary meets your stated minimum.,supported,3,"dialogue:salary_min=4500.0 (confirmed, conf 0.85) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=7000.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-bd00392803c84347,ranking_reason,"Work mode is remote, matching your preference.",supported,3,"dialogue:work_modes=remote (confirmed, conf 0.85) | dialogue:work_modes=hybrid (confirmed, conf 0.85) | job_posting:work_mode=remote (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-dba0771827d80c33,ranking_reason,Matches your target role (product analyst).,supported,4,"profile:target_roles=Product Analyst (confirmed, conf 0.95) | dialogue:target_roles=product analyst (confirmed, conf 0.85) | job_posting:role_family=product analyst (confirmed, conf 1.0) | job_posting:title=Mid Product Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-ea7734829299366b,ranking_reason,"Work mode is hybrid, matching your preference.",supported,3,"dialogue:work_modes=remote (confirmed, conf 0.85) | dialogue:work_modes=hybrid (confirmed, conf 0.85) | job_posting:work_mode=hybrid (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-f041c752479de234,ranking_reason,Matches your target role (product analyst).,supported,4,"profile:target_roles=Product Analyst (confirmed, conf 0.95) | dialogue:target_roles=product analyst (confirmed, conf 0.85) | job_posting:role_family=product analyst (confirmed, conf 1.0) | job_posting:title=Senior Product Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-f259e3a50188ba37,skill_gap,"Gap: the role requires statistics, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'statistics'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-f5a1590f451c9b85,ranking_reason,Matches your target role (product analyst).,supported,4,"profile:target_roles=Product Analyst (confirmed, conf 0.95) | dialogue:target_roles=product analyst (confirmed, conf 0.85) | job_posting:role_family=product analyst (confirmed, conf 1.0) | job_posting:title=Mid Product Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-f823f2e2786f5df2,candidate_preference,You indicated preferred locations: ['Kuala Lumpur'],supported,2,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85)"
deterministic,exp-e748800507ef,run-3c6f29c109fcfb18,SC-D-04,full,0,claim-f9229c04286d6978,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,4,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-00f3e2800d2e6a11,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Junior Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-147656ceb777bb2f,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-15ec35b6385e963c,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-26b121ce1a076eb9,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=1.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=1.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-2e2299045fa7ddb3,ranking_reason,Salary meets your stated minimum.,supported,4,"dialogue:salary_min=8000.0 (confirmed, conf 0.85) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.6) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=7000.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-39473ea2ca61fe49,ranking_reason,Salary meets your stated minimum.,supported,4,"dialogue:salary_min=8000.0 (confirmed, conf 0.85) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.6) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=7000.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-63769fa40bf6f326,ranking_reason,Salary meets your stated minimum.,supported,4,"dialogue:salary_min=8000.0 (confirmed, conf 0.85) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.6) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=1350.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-637e6173022e54dd,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=1.0 (confirmed, conf 0.95) | job_posting:min_years_experience=1.0 (confirmed, conf 1.0) | job_posting:max_years_experience=3.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-6536571af47d329f,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,4,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-6835dd660940a973,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-6a4c36f5c005d430,ranking_reason,Salary meets your stated minimum.,supported,4,"dialogue:salary_min=8000.0 (confirmed, conf 0.85) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.6) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=3600.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-7803ebeefceccf40,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,4,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-83175074efc3ac0c,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-8722749428a58b51,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Intern Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-9d3cf96ca03eee1d,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-a2629b870c884acf,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-addeb18eef12d66f,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-afe921d2dea545a4,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,4,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-b576bdaa57856f92,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-b7ff2fb4dcd929f3,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Entry Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-bee3b25a4888ad75,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=1.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=2.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-c4877a5cc7a9f05f,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Mid Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-db58e68a276f73f2,candidate_preference,You indicated target roles: ['data analyst'],supported,2,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-df8d48ae841bd6c9,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Mid Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-e101664b3ad6aaa0,candidate_preference,You indicated salary min: 4000.0,supported,2,"dialogue:salary_min=8000.0 (confirmed, conf 0.85) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.6)"
hybrid,exp-6db1e87daed5,run-3c7a8ff61fafd1d5,SC-D-01,full,2,claim-f823f2e2786f5df2,candidate_preference,You indicated preferred locations: ['Kuala Lumpur'],supported,2,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-24b72d22077bd973,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=Data Analyst (confirmed, conf 0.99) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Junior Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-3ae82f5b59a482b8,ranking_reason,"Located in Penang, matching your preference.",supported,4,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98) | job_posting:city=Penang (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-5477197e1d63902c,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=1.0 (confirmed, conf 1.0) | job_posting:max_years_experience=3.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-6dc7893b25ac7ec3,ranking_reason,"Located in Penang, matching your preference.",supported,4,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98) | job_posting:city=Penang (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-85ca4aff0fb5ddf5,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-89ca04d25f0f019e,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=Data Analyst (confirmed, conf 0.99) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Senior Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-90c0a7e7cb048695,candidate_preference,You indicated preferred locations: ['Penang'],supported,2,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-920d098eeee29465,ranking_reason,Salary meets your stated minimum.,supported,5,"profile:salary_min=4000.0 (confirmed, conf 0.95) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.99) | profile:salary_currency=MYR (confirmed, conf 0.95) | dialogue:salary_currency=MYR (confirmed, conf 0.99) | job_posting:salary_min=4000.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-9515f274401a51ce,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=1.0 (confirmed, conf 1.0) | job_posting:max_years_experience=3.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-9f8d9232572742d7,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=Data Analyst (confirmed, conf 0.99) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Junior Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-ad49c80b5de89f63,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-b0a49b1647321153,ranking_reason,Salary meets your stated minimum.,supported,5,"profile:salary_min=4000.0 (confirmed, conf 0.95) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.99) | profile:salary_currency=MYR (confirmed, conf 0.95) | dialogue:salary_currency=MYR (confirmed, conf 0.99) | job_posting:salary_min=4000.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-b60b2180bb7a4f54,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-b821f04fe480c71f,ranking_reason,"Located in Penang, matching your preference.",supported,4,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98) | job_posting:city=Penang (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-db58e68a276f73f2,candidate_preference,You indicated target roles: ['data analyst'],supported,2,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=Data Analyst (confirmed, conf 0.99)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-e101664b3ad6aaa0,candidate_preference,You indicated salary min: 4000.0,supported,2,"profile:salary_min=4000.0 (confirmed, conf 0.95) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.99)"
hybrid,exp-6db1e87daed5,run-3ccc515599bd6aa9,SC-C-04,no_memory,2,claim-e2c6c7d2abd20670,ranking_reason,Salary meets your stated minimum.,supported,5,"profile:salary_min=4000.0 (confirmed, conf 0.95) | dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.99) | profile:salary_currency=MYR (confirmed, conf 0.95) | dialogue:salary_currency=MYR (confirmed, conf 0.99) | job_posting:salary_min=12000.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3d08f5908ef7f8e6,SC-D-01,no_context,2,claim-00f3e2800d2e6a11,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Junior Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3d08f5908ef7f8e6,SC-D-01,no_context,2,claim-105f843f29d4e4ae,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Mid Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3d08f5908ef7f8e6,SC-D-01,no_context,2,claim-147656ceb777bb2f,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3d08f5908ef7f8e6,SC-D-01,no_context,2,claim-15ec35b6385e963c,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-3d08f5908ef7f8e6,SC-D-01,no_context,2,claim-26b121ce1a076eb9,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=1.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=1.0 (confirmed, conf 1.0)"
