job_id,title,company,description,role_family,industry,employment_type,required_skills,preferred_skills,responsibilities,salary_min,salary_max,salary_currency,salary_period,country,city,region,work_mode,min_years_experience,max_years_experience,experience_level,required_work_authorization,application_deadline,is_active,source_uri
job-0080,Junior Sales Analyst,KualaSoft,"Junior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,technology,part-time,excel|sql,communication,Analyse sales pipeline|Forecast revenue|Support sales team,4000,5104,MYR,month,Malaysia,Penang,,remote,1,3,junior,,2026-04-17,true,synthetic://catalog/0080
job-0081,Mid Sales Analyst,Orchid AI,"Mid Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,healthcare,full-time,excel|sql,power bi,Analyse sales pipeline|Forecast revenue|Support sales team,7000,,MYR,month,Malaysia,Kuala Lumpur,,remote,3,6,mid,,2026-02-17,true,synthetic://catalog/0081
job-0082,Senior Sales Analyst,Hibiscus Labs,"Senior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,retail,part-time,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,12000,,MYR,month,Malaysia,Johor Bahru,,remote,6,10,senior,,2026-04-26,true,synthetic://catalog/0082
job-0083,Entry Data Analyst,Nusantara Tech,"Entry Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,healthcare,full-time,sql|excel,python|power bi,Build dashboards|Analyse business metrics|Prepare reports,,,,,Malaysia,Penang,,unspecified,0,2,entry,,2025-12-04,false,synthetic://catalog/0083
job-0084,Junior Software Engineer,Nusantara Tech,"Junior Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,finance,contract,python|sql,javascript,Develop services|Write tests|Review code,4000,,MYR,month,Malaysia,Johor Bahru,,unspecified,1,3,junior,,,true,synthetic://catalog/0084
job-0085,Junior Data Engineer,Straits Digital,"Junior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,technology,full-time,python|sql|etl,aws,Build data pipelines|Maintain warehouses|Optimise ETL,3600,5234,SGD,month,Singapore,Singapore,,hybrid,1,3,junior,SG,2026-04-10,true,synthetic://catalog/0085
job-0086,Mid Product Analyst,Merlion Data,"Mid Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,healthcare,part-time,sql|statistics,tableau,Analyse product funnels|Run experiments|Report KPIs,7000,9905,MYR,month,Malaysia,Kuala Lumpur,,onsite,3,6,mid,,2026-02-27,true,synthetic://catalog/0086
job-0087,Intern Data Scientist,Orchid AI,"Intern Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,finance,contract,python|machine learning|statistics,sql|aws,Train models|Analyse data|Communicate findings,,,,,Malaysia,Cyberjaya,,unspecified,0,1,intern,,2026-04-09,true,synthetic://catalog/0087
job-0088,Junior Data Analyst,Hibiscus Labs,"Junior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,technology,part-time,sql|excel,python,Build dashboards|Analyse business metrics|Prepare reports,3600,4717,SGD,month,Singapore,Singapore,,remote,1,3,junior,,,true,synthetic://catalog/0088
job-0089,Senior Data Scientist,Batik Cloud,"Senior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,finance,full-time,python|machine learning|statistics,sql,Train models|Analyse data|Communicate findings,12000,,MYR,month,Malaysia,Kuala Lumpur,,onsite,6,10,senior,,2026-01-27,true,synthetic://catalog/0089
job-0090,Entry Sales Analyst,Selangor Systems,"Entry Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,finance,full-time,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,3000,,MYR,month,Malaysia,Johor Bahru,,hybrid,0,2,entry,,2026-01-01,true,synthetic://catalog/0090
job-0091,Intern Data Scientist,Acme Data,"Intern Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,finance,contract,python|machine learning|statistics,sql,Train models|Analyse data|Communicate findings,1500,2273,MYR,month,Malaysia,Penang,,onsite,0,1,intern,,2026-01-01,true,synthetic://catalog/0091
job-0092,Mid Data Scientist,Batik Cloud,"Mid Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,technology,contract,python|machine learning|statistics,sql,Train models|Analyse data|Communicate findings,6300,,SGD,month,Singapore,Singapore,,onsite,3,6,mid,SG,2026-04-20,true,synthetic://catalog/0092
job-0093,Senior Data Scientist,Straits Digital,"Senior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,healthcare,part-time,python|machine learning|statistics,aws,Train models|Analyse data|Communicate findings,12000,14549,MYR,month,Malaysia,Johor Bahru,,unspecified,6,10,senior,,,true,synthetic://catalog/0093
job-0094,Mid Data Scientist,Batik Cloud,"Mid Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,retail,contract,python|machine learning|statistics,aws|sql,Train models|Analyse data|Communicate findings,7000,8815,MYR,month,Malaysia,Kuala Lumpur,,onsite,3,6,mid,,2026-03-31,true,synthetic://catalog/0094
job-0095,Intern Data Analyst,Straits Digital,"Intern Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,technology,contract,sql|excel,tableau|python,Build dashboards|Analyse business metrics|Prepare reports,1350,2099,SGD,month,Singapore,Singapore,,hybrid,0,1,intern,SG,2026-04-26,true,synthetic://catalog/0095
job-0096,Entry Product Analyst,Orchid AI,"Entry Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,finance,part-time,sql|statistics,tableau,Analyse product funnels|Run experiments|Report KPIs,3000,3702,MYR,month,Malaysia,Cyberjaya,,onsite,0,2,entry,,2026-04-16,true,synthetic://catalog/0096
job-0097,Intern Data Scientist,Straits Digital,"Intern Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,technology,contract,python|machine learning|statistics,aws|sql,Train models|Analyse data|Communicate findings,,,,,Malaysia,Cyberjaya,,remote,0,1,intern,,,true,synthetic://catalog/0097
job-0098,Senior Data Engineer,Merlion Data,"Senior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,retail,full-time,python|sql|etl,aws|docker,Build data pipelines|Maintain warehouses|Optimise ETL,12000,15476,MYR,month,Malaysia,Penang,,hybrid,6,10,senior,,2026-04-29,true,synthetic://catalog/0098
job-0099,Senior Sales Analyst,Selangor Systems,"Senior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,retail,contract,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,10800,15801,SGD,month,Singapore,Singapore,,onsite,6,10,senior,SG,2026-01-01,true,synthetic://catalog/0099
job-0100,Entry Sales Analyst,Merlion Data,"Entry Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,finance,contract,excel|sql,communication|power bi,Analyse sales pipeline|Forecast revenue|Support sales team,2700,4040,SGD,month,Singapore,Singapore,,unspecified,0,2,entry,SG,,true,synthetic://catalog/0100
job-0101,Junior Business Analyst,Nusantara Tech,"Junior Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,technology,full-time,excel|communication,sql,Gather requirements|Model processes|Support stakeholders,4000,,MYR,month,Malaysia,Johor Bahru,,remote,1,3,junior,,2026-01-01,true,synthetic://catalog/0101
job-0102,Intern Data Scientist,Penang Analytics,"Intern Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,technology,contract,python|machine learning|statistics,sql|aws,Train models|Analyse data|Communicate findings,1500,2091,MYR,month,Malaysia,Johor Bahru,,unspecified,0,1,intern,,2026-02-14,true,synthetic://catalog/0102
job-0103,Senior Data Scientist,Acme Data,"Senior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,finance,contract,python|machine learning|statistics,sql,Train models|Analyse data|Communicate findings,12000,16297,MYR,month,Malaysia,Cyberjaya,,remote,6,10,senior,,2026-01-01,true,synthetic://catalog/0103
job-0104,Junior Sales Analyst,Straits Digital,"Junior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,finance,part-time,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,4000,5595,MYR,month,Malaysia,Johor Bahru,,remote,1,3,junior,,2026-01-27,true,synthetic://catalog/0104
job-0105,Intern Sales Analyst,Batik Cloud,"Intern Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,healthcare,part-time,excel|sql,communication|power bi,Analyse sales pipeline|Forecast revenue|Support sales team,1500,1846,MYR,month,Malaysia,Cyberjaya,,onsite,0,1,intern,,2026-03-06,true,synthetic://catalog/0105
job-0106,Intern Software Engineer,Orchid AI,"Intern Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,technology,contract,python|sql,docker,Develop services|Write tests|Review code,1500,,MYR,month,Malaysia,Johor Bahru,,hybrid,0,1,intern,,2026-01-01,true,synthetic://catalog/0106
job-0107,Senior Software Engineer,KualaSoft,"Senior Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,technology,part-time,python|sql,docker|javascript|aws,Develop services|Write tests|Review code,12000,15889,MYR,month,Malaysia,Cyberjaya,,onsite,6,10,senior,,2026-02-22,true,synthetic://catalog/0107
job-0108,Entry Product Analyst,Nusantara Tech,"Entry Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,finance,part-time,sql|statistics,tableau|python,Analyse product funnels|Run experiments|Report KPIs,3000,3836,MYR,month,Malaysia,Penang,,onsite,0,2,entry,,2026-01-01,true,synthetic://catalog/0108
job-0109,Senior Data Scientist,Nusantara Tech,"Senior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,healthcare,contract,python|machine learning|statistics,aws|sql,Train models|Analyse data|Communicate findings,,,,,Singapore,Singapore,,remote,6,10,senior,SG,2026-01-01,true,synthetic://catalog/0109
job-0110,Senior Product Analyst,Nusantara Tech,"Senior Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,technology,part-time,sql|statistics,tableau|python,Analyse product funnels|Run experiments|Report KPIs,12000,14580,MYR,month,Malaysia,Kuala Lumpur,,remote,6,10,senior,,2026-02-16,true,synthetic://catalog/0110
job-0111,Senior Software Engineer,Hibiscus Labs,"Senior Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,technology,contract,python|sql,docker|javascript|aws,Develop services|Write tests|Review code,12000,16806,MYR,month,Malaysia,Penang,,remote,6,10,senior,,,true,synthetic://catalog/0111
job-0112,Mid Business Analyst,Orchid AI,"Mid Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,technology,part-time,excel|communication,sql|power bi,Gather requirements|Model processes|Support stakeholders,7000,10970,MYR,month,Malaysia,Cyberjaya,,hybrid,3,6,mid,,2026-04-20,true,synthetic://catalog/0112
job-0113,Senior Data Analyst,Batik Cloud,"Senior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,finance,contract,sql|excel,python,Build dashboards|Analyse business metrics|Prepare reports,12000,18487,MYR,month,Malaysia,Cyberjaya,,remote,6,10,senior,,,true,synthetic://catalog/0113
job-0114,Entry Data Scientist,Straits Digital,"Entry Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,finance,part-time,python|machine learning|statistics,aws,Train models|Analyse data|Communicate findings,,,,,Malaysia,Johor Bahru,,remote,0,2,entry,,2026-01-01,true,synthetic://catalog/0114
job-0115,Mid Data Engineer,Merlion Data,"Mid Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,technology,part-time,python|sql|etl,docker|aws,Build data pipelines|Maintain warehouses|Optimise ETL,7000,10721,MYR,month,Malaysia,Johor Bahru,,hybrid,3,6,mid,,2025-11-14,false,synthetic://catalog/0115
job-0116,Junior Product Analyst,KualaSoft,"Junior Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,technology,contract,sql|statistics,python,Analyse product funnels|Run experiments|Report KPIs,4000,6025,MYR,month,Malaysia,Penang,,hybrid,1,3,junior,,2026-01-28,true,synthetic://catalog/0116
job-0117,Junior Data Scientist,KualaSoft,"Junior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,healthcare,full-time,python|machine learning|statistics,aws|sql,Train models|Analyse data|Communicate findings,3600,4542,SGD,month,Singapore,Singapore,,hybrid,1,3,junior,,2026-04-09,true,synthetic://catalog/0117
job-0118,Senior Software Engineer,Hibiscus Labs,"Senior Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,finance,contract,python|sql,javascript|aws|docker,Develop services|Write tests|Review code,12000,15548,MYR,month,Malaysia,Johor Bahru,,unspecified,6,10,senior,,,true,synthetic://catalog/0118
job-0119,Junior Sales Analyst,Batik Cloud,"Junior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,finance,contract,excel|sql,communication,Analyse sales pipeline|Forecast revenue|Support sales team,,,,,Malaysia,Cyberjaya,,unspecified,1,3,junior,,2025-11-06,false,synthetic://catalog/0119
job-0120,Junior Sales Analyst,KualaSoft,"Junior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,retail,contract,excel|sql,communication,Analyse sales pipeline|Forecast revenue|Support sales team,3600,,SGD,month,Singapore,Singapore,,onsite,1,3,junior,SG,2026-01-26,true,synthetic://catalog/0120
job-0121,Entry Data Analyst,Merlion Data,"Entry Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,full-time,sql|excel,power bi|tableau,Build dashboards|Analyse business metrics|Prepare reports,,,,,Malaysia,Cyberjaya,,remote,0,2,entry,,2026-03-02,true,synthetic://catalog/0121
job-0122,Intern Business Analyst,KualaSoft,"Intern Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,finance,full-time,excel|communication,power bi|sql,Gather requirements|Model processes|Support stakeholders,1500,,MYR,month,Malaysia,Johor Bahru,,onsite,0,1,intern,,2026-01-01,true,synthetic://catalog/0122
job-0123,Mid Sales Analyst,KualaSoft,"Mid Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,healthcare,full-time,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,,,,,Malaysia,Cyberjaya,,onsite,3,6,mid,,2026-02-07,true,synthetic://catalog/0123
job-0124,Intern Data Analyst,Hibiscus Labs,"Intern Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,technology,part-time,sql|excel,python|power bi|tableau,Build dashboards|Analyse business metrics|Prepare reports,1500,2173,MYR,month,Malaysia,Penang,,unspecified,0,1,intern,,2026-04-28,true,synthetic://catalog/0124
job-0125,Mid Product Analyst,Nusantara Tech,"Mid Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,retail,full-time,sql|statistics,tableau,Analyse product funnels|Run experiments|Report KPIs,7000,9566,MYR,month,Malaysia,Kuala Lumpur,,remote,3,6,mid,,2026-01-01,true,synthetic://catalog/0125
job-0126,Mid Sales Analyst,Orchid AI,"Mid Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,technology,contract,excel|sql,power bi,Analyse sales pipeline|Forecast revenue|Support sales team,,,,,Malaysia,Kuala Lumpur,,unspecified,3,6,mid,,2026-01-13,true,synthetic://catalog/0126
job-0127,Senior Sales Analyst,Hibiscus Labs,"Senior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,healthcare,part-time,excel|sql,power bi,Analyse sales pipeline|Forecast revenue|Support sales team,12000,17020,MYR,month,Malaysia,Johor Bahru,,hybrid,6,10,senior,,2025-12-16,false,synthetic://catalog/0127
job-0128,Mid Data Analyst,Orchid AI,"Mid Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,part-time,sql|excel,python|tableau,Build dashboards|Analyse business metrics|Prepare reports,7000,10615,MYR,month,Malaysia,Kuala Lumpur,,remote,3,6,mid,,,true,synthetic://catalog/0128
job-0129,Intern Product Analyst,Orchid AI,"Intern Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,retail,full-time,sql|statistics,tableau|python,Analyse product funnels|Run experiments|Report KPIs,1500,2268,MYR,month,Malaysia,Penang,,remote,0,1,intern,,,true,synthetic://catalog/0129
job-0130,Mid Data Scientist,Orchid AI,"Mid Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,retail,full-time,python|machine learning|statistics,sql|aws,Train models|Analyse data|Communicate findings,,,,,Malaysia,Cyberjaya,,remote,3,6,mid,,2026-03-15,true,synthetic://catalog/0130
job-0131,Entry Data Engineer,Batik Cloud,"Entry Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,healthcare,full-time,python|sql|etl,docker|aws,Build data pipelines|Maintain warehouses|Optimise ETL,2700,3326,SGD,month,Singapore,Singapore,,remote,0,2,entry,SG,2026-01-01,true,synthetic://catalog/0131
job-0132,Junior Data Analyst,Straits Digital,"Junior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,part-time,sql|excel,python|power bi|tableau,Build dashboards|Analyse business metrics|Prepare reports,3600,5731,SGD,month,Singapore,Singapore,,unspecified,1,3,junior,SG,,true,synthetic://catalog/0132
job-0133,Senior Business Analyst,Orchid AI,"Senior Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,healthcare,part-time,excel|communication,sql,Gather requirements|Model processes|Support stakeholders,12000,15532,MYR,month,Malaysia,Cyberjaya,,onsite,6,10,senior,,2026-01-01,true,synthetic://catalog/0133
job-0134,Mid Data Scientist,Straits Digital,"Mid Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,retail,part-time,python|machine learning|statistics,sql|aws,Train models|Analyse data|Communicate findings,7000,8615,MYR,month,Malaysia,Johor Bahru,,remote,3,6,mid,,2026-02-26,true,synthetic://catalog/0134
job-0135,Entry Data Analyst,Selangor Systems,"Entry Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,healthcare,full-time,sql|excel,tableau|python|power bi,Build dashboards|Analyse business metrics|Prepare reports,,,,,Malaysia,Cyberjaya,,unspecified,0,2,entry,,2026-04-20,true,synthetic://catalog/0135
job-0136,Entry Data Analyst,Orchid AI,"Entry Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,part-time,sql|excel,python,Build dashboards|Analyse business metrics|Prepare reports,3000,4456,MYR,month,Malaysia,Kuala Lumpur,,unspecified,0,2,entry,,,true,synthetic://catalog/0136
job-0137,Junior Data Engineer,KualaSoft,"Junior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,retail,part-time,python|sql|etl,aws,Build data pipelines|Maintain warehouses|Optimise ETL,4000,,MYR,month,Malaysia,Johor Bahru,,hybrid,1,3,junior,,,true,synthetic://catalog/0137
job-0138,Entry Business Analyst,Merlion Data,"Entry Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,finance,part-time,excel|communication,sql,Gather requirements|Model processes|Support stakeholders,3000,4264,MYR,month,Malaysia,Penang,,unspecified,0,2,entry,,2026-04-23,true,synthetic://catalog/0138
job-0139,Mid Product Analyst,KualaSoft,"Mid Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,retail,part-time,sql|statistics,tableau,Analyse product funnels|Run experiments|Report KPIs,7000,,MYR,month,Malaysia,Cyberjaya,,unspecified,3,6,mid,,2025-12-23,false,synthetic://catalog/0139
job-0140,Senior Software Engineer,Batik Cloud,"Senior Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,finance,full-time,python|sql,javascript|docker,Develop services|Write tests|Review code,,,,,Malaysia,Johor Bahru,,hybrid,6,10,senior,,2025-11-17,false,synthetic://catalog/0140
job-0141,Intern Sales Analyst,Merlion Data,"Intern Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,retail,full-time,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,1350,1707,SGD,month,Singapore,Singapore,,hybrid,0,1,intern,SG,,true,synthetic://catalog/0141
job-0142,Junior Business Analyst,Batik Cloud,"Junior Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,retail,part-time,excel|communication,sql,Gather requirements|Model processes|Support stakeholders,3600,4562,SGD,month,Singapore,Singapore,,onsite,1,3,junior,SG,,true,synthetic://catalog/0142
job-0143,Intern Data Analyst,Merlion Data,"Intern Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,part-time,sql|excel,tableau|power bi,Build dashboards|Analyse business metrics|Prepare reports,1350,2034,SGD,month,Singapore,Singapore,,remote,0,1,intern,SG,2026-04-02,true,synthetic://catalog/0143
job-0144,Mid Sales Analyst,Hibiscus Labs,"Mid Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,finance,contract,excel|sql,communication,Analyse sales pipeline|Forecast revenue|Support sales team,7000,8567,MYR,month,Malaysia,Johor Bahru,,unspecified,3,6,mid,,2026-03-13,true,synthetic://catalog/0144
job-0145,Junior Sales Analyst,Orchid AI,"Junior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,finance,contract,excel|sql,communication,Analyse sales pipeline|Forecast revenue|Support sales team,4000,5392,MYR,month,Malaysia,Johor Bahru,,unspecified,1,3,junior,,2026-01-01,true,synthetic://catalog/0145
job-0146,Entry Software Engineer,Straits Digital,"Entry Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,finance,full-time,python|sql,javascript|aws,Develop services|Write tests|Review code,3000,4734,MYR,month,Malaysia,Penang,,onsite,0,2,entry,,,true,synthetic://catalog/0146
job-0147,Entry Business Analyst,Merlion Data,"Entry Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,healthcare,full-time,excel|communication,power bi,Gather requirements|Model processes|Support stakeholders,3000,3970,MYR,month,Malaysia,Cyberjaya,,unspecified,0,2,entry,,2026-03-02,true,synthetic://catalog/0147
job-0148,Intern Data Analyst,Selangor Systems,"Intern Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,technology,full-time,sql|excel,power bi|tableau,Build dashboards|Analyse business metrics|Prepare reports,1500,2305,MYR,month,Malaysia,Johor Bahru,,unspecified,0,1,intern,,2026-01-01,true,synthetic://catalog/0148
job-0149,Junior Data Scientist,Orchid AI,"Junior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,retail,full-time,python|machine learning|statistics,aws|sql,Train models|Analyse data|Communicate findings,4000,4881,MYR,month,Malaysia,Cyberjaya,,remote,1,3,junior,,2026-01-01,true,synthetic://catalog/0149
job-0150,Senior Sales Analyst,Orchid AI,"Senior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,finance,full-time,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,10800,13377,SGD,month,Singapore,Singapore,,onsite,6,10,senior,SG,2026-02-23,true,synthetic://catalog/0150
job-0151,Entry Data Analyst,KualaSoft,"Entry Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,part-time,sql|excel,power bi|tableau,Build dashboards|Analyse business metrics|Prepare reports,3000,3778,MYR,month,Malaysia,Johor Bahru,,unspecified,0,2,entry,,,true,synthetic://catalog/0151
job-0152,Junior Data Engineer,Acme Data,"Junior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,retail,contract,python|sql|etl,docker,Build data pipelines|Maintain warehouses|Optimise ETL,3600,5053,SGD,month,Singapore,Singapore,,remote,1,3,junior,SG,2026-03-24,true,synthetic://catalog/0152
job-0153,Junior Data Engineer,Batik Cloud,"Junior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,finance,part-time,python|sql|etl,docker,Build data pipelines|Maintain warehouses|Optimise ETL,4000,5848,MYR,month,Malaysia,Kuala Lumpur,,unspecified,1,3,junior,,,true,synthetic://catalog/0153
job-0154,Senior Business Analyst,Acme Data,"Senior Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,healthcare,contract,excel|communication,sql|power bi,Gather requirements|Model processes|Support stakeholders,10800,15900,SGD,month,Singapore,Singapore,,unspecified,6,10,senior,SG,2026-04-10,true,synthetic://catalog/0154
job-0155,Entry Data Scientist,KualaSoft,"Entry Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,finance,part-time,python|machine learning|statistics,aws|sql,Train models|Analyse data|Communicate findings,,,,,Malaysia,Cyberjaya,,unspecified,0,2,entry,,2025-12-24,false,synthetic://catalog/0155
job-0156,Entry Product Analyst,Selangor Systems,"Entry Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,healthcare,full-time,sql|statistics,tableau,Analyse product funnels|Run experiments|Report KPIs,3000,4411,MYR,month,Malaysia,Cyberjaya,,remote,0,2,entry,,,true,synthetic://catalog/0156
job-0157,Junior Data Engineer,Hibiscus Labs,"Junior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,retail,contract,python|sql|etl,docker|aws,Build data pipelines|Maintain warehouses|Optimise ETL,4000,,MYR,month,Malaysia,Penang,,remote,1,3,junior,,2025-11-13,false,synthetic://catalog/0157
job-0158,Senior Data Analyst,KualaSoft,"Senior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,full-time,sql|excel,python|power bi,Build dashboards|Analyse business metrics|Prepare reports,,,,,Singapore,Singapore,,unspecified,6,10,senior,,2026-02-24,true,synthetic://catalog/0158
job-0159,Mid Product Analyst,Selangor Systems,"Mid Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,finance,full-time,sql|statistics,python,Analyse product funnels|Run experiments|Report KPIs,7000,10718,MYR,month,Malaysia,Johor Bahru,,unspecified,3,6,mid,,2026-03-23,true,synthetic://catalog/0159
job-0160,Senior Data Analyst,KualaSoft,"Senior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,technology,part-time,sql|excel,tableau,Build dashboards|Analyse business metrics|Prepare reports,12000,16383,MYR,month,Malaysia,Penang,,hybrid,6,10,senior,,2025-12-21,false,synthetic://catalog/0160
